Key;Type;Desc;English;French;Spanish;German;Italian
Monuments/#GrandPyramidComplex;Text;;Grand Pyramid Complex;Grand ensemble de pyramides;Gran complejo de pirámides;Gr. Pyramidenkomplex;Grande complesso di piramidi
Monuments/#GrandRoyalBurialTomb;Text;;Grand Royal Burial Tomb;Très Grande Tombe Royale;La tumba funeraria real grandiosa;Imposante königliche Grabstätte;Tomba reale enorme
Monuments/#GrandSteppedPyramidComplex;Text;;Grand Stepped Pyramid Complex;Grd ensemble pyramides à degrés;Gran comp. pirámides escalonadas;Gr. Stufenpyramidenkomplex;Grande compl. di piram. a gradoni
Monuments/#LargeMastaba;Text;;Large Mastaba;Grand mastaba;Mastaba grande;Große Mastaba;Mastaba grande
Monuments/#LargeMudbrickPyramid;Text;;Large Mudbrick Pyramid;Grande pyramide en briques;Pirámide de adobe grande;Große Lehmziegelpyramide;Piramide in matt. di fango grande
Monuments/#LargeObelisk;Text;;Large Obelisk;Grand obélisque;Obelisco grande;Großer Obelisk;Obelisco grande
Monuments/#LargePyramid;Text;;Large Pyramid;Grande pyramide;Pirámide grande;Große Pyramide;Piramide grande
Monuments/#LargeRoyalBurialTomb;Text;;Large Royal Burial Tomb;Grande Tombe Royale;La tumba funeraria real grande;Große königliche Grabstätte;Tomba reale grande
Monuments/#LargeSteppedPyramid;Text;;Large Stepped Pyramid;Grande pyramide à degrés;Pirámide escalonada grande;Große Stufenpyramide;Piramide a gradini grande
Monuments/#Library_Completed;Text;;Alexandria's Library is finished and is the center of learning in the known world.;La bibliothèque d'Alexandrie est terminée. Elle est au centre de l'apprentissage dans le monde connu.;La Biblioteca de Alejandría está terminada y se ha convertido en el centro académico del mundo conocido.;Die Bibliothek von Alexandria ist fertig und ab sofort das Lernzentrum der bekannten Welt.;La Biblioteca di Alessandria è pronta ed è il centro della conoscenza del mondo conosciuto.
Monuments/#Library_Copper;Text;;The remainder of the Library will require an additional {0} ingots of copper ({1} loads).;La bibliothèque a besoin de {0} lingots de cuivre supplémentaires pour être terminé ({1} lots).;Para el resto de la biblioteca hará falta una cantidad adicional de {0} lingotes de cobre ({1} cargamentos).;Für die Fertigstellung der Bibliothek werden {0} zusätzliche Kupferbarren ({1} Ladungen) benötigt.;La parte di biblioteca rimanente necessiterà di altri {0} lingotti di rame ({1} carichi).
Monuments/#Library_Marble;Text;;The remainder of the Library will require an additional {0} blocks of marble ({1} loads).;La bibliothèque a besoin de {0} blocs de marbre supplémentaires pour être terminé ({1} lots).;Para el resto de la biblioteca hará falta una cantidad adicional de {0} bloques de mármol ({1} cargamentos).;Für die Fertigstellung der Bibliothek werden {0} zusätzliche Marmorblöcke ({1} Ladungen) benötigt.;La parte di biblioteca rimanente necessiterà di altri {0} blocchi di marmo ({1} carichi).
Monuments/#Library_Step_1;Text;;We're waiting for peasants to clear the land.;Nous attendons que les paysans défrichent la terre.;Estamos esperando a que los campesinos limpien el terreno.;Wir warten darauf, dass die Bauern das Land roden.;Stiamo aspettando che i contadini finiscano di liberare il terreno.
Monuments/#Library_Step_2;Text;;Now that the land is cleared, stonemasons are putting the foundation in place.;Maintenant que la terre a été défrichée, les tailleurs de pierre peuvent poser leurs fondations.;Ahora que el terreno está limpio, los canteros están preparando los cimientos.;Jetzt, da das Land gerodet ist, legen Steinmetze das Fundament.;Ora che il terreno è stato liberato, gli scalpellini stanno posando le fondamenta.
Monuments/#Library_Step_3;Text;;The foundation is complete, so now we can work on the floor.;Les fondations sont en place. Nous pouvons donc nous attaquer au sol.;Los cimientos están listos, ahora podemos trabajar en los suelos.;Das Fundament ist fertig, sodass wir uns jetzt dem Boden widmen können.;Le fondamenta sono pronte, dunque ora possiamo iniziare a lavorare alla pavimentazione.
Monuments/#Library_Step_4;Text;;We're erecting some columns now that the floor is laid.;La présence du sol nous permet désormais d'ériger des colonnes.;Con los suelos terminados, levantaremos las columnas.;Jetzt, da der Boden verlegt ist, errichten wir ein paar Säulen.;Ora che la pavimentazione è pronta, possiamo erigere delle colonne.
Monuments/#Library_Step_5;Text;;Building a roof is the next step. The columns are complete.;Vient ensuite la construction du toit. Les colonnes sont terminées.;Ahora hay que construir el tejado, las columnas ya están acabadas.;Der Bau eines Daches ist der nächste Schritt. Die Säulen sind vollständig.;Le colonne sono pronte. Adesso possiamo passare alla costruzione del tetto.
Monuments/#Library_Step_6;Text;;Now we need some copper to finish the roof so that it will glisten like the sun.;Nous avons maintenant besoin de cuivre pour finaliser le toit en le faisant briller de mille feux.;Solo necesitamos algo de cobre para terminar el tejado y que así brille como el Sol.;Jetzt brauchen wir etwas Kupfer, um das Dach fertigzustellen, damit es glitzert wie die Sonne.;Adesso ci serve del rame, che servirà a far brillare il tetto quanto il sole.
Monuments/#Library_Step_7;Text;;We're just putting the finishing touches on the Library now.;Nous apportons la touche finale à la bibliothèque.;Solo queda dar los últimos retoques a la Biblioteca.;Wir geben gerade der Bibliothek den letzten Schliff.;Adesso stiamo apportando i tocchi finali alla Biblioteca.
Monuments/#Mastaba_ClearSite;Text;;First, workers need to clear the mastaba site down to bedrock. More peasants from Work Camps could speed the leveling process.;Les ouvriers nettoient le site pour la construction du mastaba;Los trabajadores están despejando el lugar de construcción de la mastaba;Die Arbeiter räumen die Baustelle für die Mastaba frei.;I manovali stanno ripulendo il cantiere per la mastaba. Un maggior numero di lavoratori dai campi di lavoro accelererebbe i progressi.
Monuments/#Mastaba_Complete;Text;;The mastaba is complete.;Le mastaba est terminé.;La mastaba está terminada.;Die Mastaba ist fertig.;La mastaba è terminata.
Monuments/#Mastaba_Completion;Text;;The {[Mastaba]} is {0}% complete.;{[Mastaba]} : monument terminé à {0} %.;Construcción: {[Mastaba]} está al {0} %.;Das Bauvorhaben {[Mastaba]} ist zu {0} % fertig.;Percentuale completamento {[Mastaba]}: {0}%
Monuments/#Mastaba_Course;Text;;"The current course requires {0} bricks<sprite name=""Bricks"">";"La rangée actuelle nécessite {0} briques<sprite name=""Bricks"">";"Para completar la hilada, el número de adobes <sprite name=""Bricks""> necesarios es de {0}.";"Die aktuelle Reihe benötigt {0} Ziegel <sprite name=""Bricks"">.";"La fase attuale richiede {0} mattoni <sprite name=""Bricks"">."
Monuments/#Mastaba_CourseLeft;Text;;"The remainder of the Mastaba will require an additional {0} bricks<sprite name=""Bricks"">";"Le reste du mastaba nécessitera {0} briques<sprite name=""Bricks""> supplémentaires";"Para finalizar la mastaba, el número de adobes <sprite name=""Bricks""> necesarios es de {0}.";"Der Rest der Mastaba benötigt weitere {0} Ziegel <sprite name=""Bricks"">.";"La parte di mastaba rimanente necessiterà di altri {0} mattoni <sprite name=""Bricks"">."
Monuments/#Mastaba_Done;Text;;"The mastaba is now complete, and contains a total of {0} bricks<sprite name=""Bricks"">";"Le mastaba est terminé et comprend un total de {0} briques<sprite name=""Bricks"">";"La mastaba está terminada. El número total de adobes <sprite name=""Bricks""> es de {0}.";"Die Mastaba ist jetzt fertig und enthält insgesamt {0} Ziegel <sprite name=""Bricks"">.";"La mastaba è ora terminata e contiene un totale di {0} mattoni <sprite name=""Bricks"">."
Monuments/#Mastaba_Phase_1;Text;;Workers are just clearing the construction site now. After that, we'll need plenty of bricks for the mastaba.;Les ouvriers nettoient le site de construction. Ensuite, nous aurons besoin d'une quantité importante de briques jaunes pour le mastaba.;Los trabajadores están despejando el lugar de construcción. Después, necesitaremos muchos ladrillos para la mastaba.;Die Arbeiter räumen die Baustelle gerade frei. Danach benötigen wir jede Menge Ziegel für den Bau der Mastaba.;I lavoratori stanno ripulendo il sito della costruzione. In seguito, avremo bisogno di molti mattoni per la mastaba.
Monuments/#Mastaba_Phase_2;Text;;Everything seems to be going just fine. This mastaba will be done in no time.;Tout semble dans l'ordre. Ce mastaba devrait être construit en un rien de temps.;Parece que todo va bien. Esta mastaba estará terminada en poco tiempo.;Alles scheint hier bestens zu funktionieren. Die Mastaba wird in kürzester Zeit fertig sein.;Tutto sembra procedere per il meglio, la mastaba sarà finita molto presto.
Monuments/#Mausoleum;Text;;Mausoleum;Mausolée;Mausoleo;Mausoleum;Mausoleo
Monuments/#Mausoleum_BlocksNeeded;Text;;"{0}<sprite name=""Sandstone"">blocks of sandstone are needed to finish construction of the mausoleum";"{0}<sprite name=""Sandstone"">blocs de grès sont requis pour terminer la construction du mausolée.";"{0}<sprite name=""Sandstone"">bloques de piedra necesarios para terminar la construcción del mausoleo";"{0}<sprite name=""Sandstone"">Blöcke Sandstein werden noch benötigt, um den Bau des Mausoleums zu beenden.";"{0}<sprite name=""Sandstone""> blocchi di arenaria sono necessari per finire la costruzione del mausoleo"
Monuments/#Mausoleum_Carpenter needed;Text;;This mausoleum requires a carpenter's services. ;Ce mausolée requiert les services d'un menuisier.;Este mausoleo necesita los servicios de un carpintero;Dieses Mausoleum braucht einen Zimmermann.;Questo mausoleo richiede i servizi di un carpentiere.
Monuments/#Mausoleum_Complete;Text;;The mausoleum is complete.;Le mausolée est terminé.;El mausoleo está terminado.;Das Mausoleum ist fertig.;Il mausoleo è finito.
Monuments/#Mausoleum_PercentFinish;Text;;The mausoleum is {0}% complete;Mausolée : monument terminé à {0} %;El mausoleo está completado al {0} %.;Das Mausoleum ist zu {0} % fertig.;Il mausoleo è {0} percentuale completata
Monuments/#Mausoleum_Phase_1;Text;;Phase 1;Phase 1;Fase 1;Phase 1;Fase 1
Monuments/#Mausoleum_Phase_1_Desc;Text;;The foundation has been placed and workers are clearing the site;Les fondations sont en place et les ouvriers nettoient le site de construction;Los cimientos se han colocado y los trabajadores están despejando el lugar;Das Fundament wurde gelegt, und die Arbeiter richten den Platz her.;Le fondamenta sono state poste e i lavoratori stanno ripulendo lo spiazzo
Monuments/#Mausoleum_Phase_2;Text;;Phase 2;Phase 2;Fase 2;Phase 2;Fase 2
Monuments/#Mausoleum_Phase_2_Desc;Text;;Masons are constructing the lower part of the mausoleum;Les maçons construisent la partie inférieure du mausolée;Los canteros están construyendo la parte inferior del mausoleo;Die Maurer bauen den unteren Teil des Mausoleums.;Gli scalpellini stanno costruendo la parte inferiore del mausoleo
Monuments/#Mausoleum_Phase_3;Text;;Phase 3;Phase 3;Fase 3;Phase 3;Fase 3
Monuments/#Mausoleum_Phase_3_Desc;Text;;Stonemasons are constructing the upper part of the mausoleum;Les tailleurs de pierre construisent la partie supérieure du mausolée;Los canteros están construyendo la parte superior del mausoleo;Steinmetze bauen den oberen Teil des Mausoleums.;Gli scalpellini stanno costruendo la parte superiore del mausoleo
Monuments/#Mausoleum_Phase_4;Text;;Phase 4;Phase 4;Phase 4;Fase 4;Phase 4
Monuments/#Mausoleum_Phase_4_Desc;Text;;Workers are decorating the mausoleum;Des ouvriers décorent le mausolée.;Los trabajadores están decorando el mausoleo.;Arbeitskräfte dekorieren das Mausoleum.;Gli operai stanno decorando il mausoleo
